Relation,Ent1,Ent2,URI_1,URI_2,#Sentence
constituted_by,UNIDADE_LITO,ROCHA,#membro_078,#shale,7824
temporal_relation,UNIDADE_LITO,UNIDADE_LITO,#membro_078,#formacao_217,7824
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_287,#Aratu_Age,7824
constituted_by,UNIDADE_LITO,ROCHA,#formacao_287,#sandstone,7824
constituted_by,UNIDADE_LITO,ROCHA,#formacao_287,#siltstone,7824
constituted_by,UNIDADE_LITO,ROCHA,#formacao_287,#shale,7824
temporal_relation,UNIDADE_LITO,UNIDADE_LITO,#formacao_287,#grupo_032,7824
located_in,UNIDADE_LITO,BACIA,#formacao_328,#BASE_CD_BACIA_240,7825
constituted_by,UNIDADE_LITO,ROCHA,#formacao_328,#sandstone,7825
constituted_by,UNIDADE_LITO,ROCHA,#formacao_328,#shale,7825
constituted_by,UNIDADE_LITO,ROCHA,#formacao_149,#sandstone,7826
temporal_relation,UNIDADE_LITO,UNIDADE_LITO,#formacao_149,#grupo_024,7826
constituted_by,UNIDADE_LITO,ROCHA,#grupo_024,#sandstone,7826
constituted_by,UNIDADE_LITO,ROCHA,#formacao_286,#conglomerate,7828
constituted_by,UNIDADE_LITO,ROCHA,#formacao_286,#sandstone,7828
constituted_by,UNIDADE_LITO,ROCHA,#formacao_286,#shale,7828
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_286,#Alagoas_Age,7828
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Alagoas_Age,#LowerCretaceous,7828
constituted_by,UNIDADE_LITO,ROCHA,#formacao_016,#sandstone,7836
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Oligocene,#Oligocene,7850
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Oligocene,#Oligocene,7850
temporal_relation,UNIDADE_LITO,UNIDADE_LITO,#membro_036,#formacao_295,7858
has_age,UNIDADE_LITO,UNIDADE_CRONO,#membro_036,#Permian,7858
has_age,UNIDADE_LITO,UNIDADE_CRONO,#membro_036,#Permian,7858
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_295,#Permian,7858
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_295,#Permian,7858
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Permian,#Permian,7858
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Permian,#Permian,7858
constituted_by,UNIDADE_LITO,ROCHA,#membro_036,#siltstone,7859
constituted_by,UNIDADE_LITO,ROCHA,#membro_036,#sandstone,7859
temporal_relation,UNIDADE_LITO,UNIDADE_LITO,#membro_071,#formacao_335,7866
has_age,UNIDADE_LITO,UNIDADE_CRONO,#membro_071,#Dom_Joao_Age,7866
temporal_relation,UNIDADE_LITO,UNIDADE_LITO,#membro_052,#formacao_335,7866
has_age,UNIDADE_LITO,UNIDADE_CRONO,#membro_052,#Dom_Joao_Age,7866
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_335,#Dom_Joao_Age,7866
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Dom_Joao_Age,#UpperJurassic,7866
constituted_by,UNIDADE_LITO,ROCHA,#membro_027,#shale,7868
temporal_relation,UNIDADE_LITO,UNIDADE_LITO,#membro_027,#formacao_295,7868
has_age,UNIDADE_LITO,UNIDADE_CRONO,#membro_027,#Permian,7868
constituted_by,UNIDADE_LITO,ROCHA,#membro_027,#sandstone,7868
constituted_by,UNIDADE_LITO,ROCHA,#formacao_295,#shale,7868
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_295,#Permian,7868
constituted_by,UNIDADE_LITO,ROCHA,#formacao_295,#sandstone,7868
constituted_by,UNIDADE_LITO,ROCHA,#membro_071,#shale,7868
has_age,UNIDADE_LITO,UNIDADE_CRONO,#membro_071,#Permian,7868
constituted_by,UNIDADE_LITO,ROCHA,#membro_071,#sandstone,7868
temporal_relation,UNIDADE_LITO,UNIDADE_LITO,#membro_071,#formacao_335,7868
constituted_by,UNIDADE_LITO,ROCHA,#formacao_335,#shale,7868
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_335,#Permian,7868
constituted_by,UNIDADE_LITO,ROCHA,#formacao_335,#sandstone,7868
constituted_by,UNIDADE_LITO,ROCHA,#membro_052,#sandstone,7869
constituted_by,UNIDADE_LITO,ROCHA,#membro_052,#shale,7869
temporal_relation,UNIDADE_LITO,UNIDADE_LITO,#membro_052,#formacao_335,7869
constituted_by,UNIDADE_LITO,ROCHA,#formacao_335,#sandstone,7869
constituted_by,UNIDADE_LITO,ROCHA,#formacao_335,#shale,7869
temporal_relation,UNIDADE_LITO,UNIDADE_LITO,#membro_025,#formacao_095,7876
has_age,UNIDADE_LITO,UNIDADE_CRONO,#membro_025,#LowerCretaceous,7876
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_095,#LowerCretaceous,7876
located_in,UNIDADE_LITO,BACIA,#membro_025,#BASE_CD_BACIA_240,7878
temporal_relation,UNIDADE_LITO,UNIDADE_LITO,#membro_052,#formacao_335,7885
has_age,UNIDADE_LITO,UNIDADE_CRONO,#membro_052,#Dom_Joao_Age,7885
has_age,UNIDADE_LITO,UNIDADE_CRONO,#membro_052,#Dom_Joao_Age,7885
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_335,#Dom_Joao_Age,7885
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_335,#Dom_Joao_Age,7885
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Dom_Joao_Age,#UpperJurassic,7885
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Dom_Joao_Age,#Dom_Joao_Age,7885
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Dom_Joao_Age,#UpperJurassic,7885
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#UpperJurassic,#UpperJurassic,7885
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_239,#Dom_Joao_Age,7885
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_239,#Dom_Joao_Age,7885
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Dom_Joao_Age,#Dom_Joao_Age,7885
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Dom_Joao_Age,#UpperJurassic,7885
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Dom_Joao_Age,#UpperJurassic,7885
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#UpperJurassic,#UpperJurassic,7885
located_in,UNIDADE_LITO,BACIA,#formacao_239,#BASE_CD_BACIA_240,7887
constituted_by,UNIDADE_LITO,ROCHA,#membro_052,#shale,7888
constituted_by,UNIDADE_LITO,ROCHA,#formacao_239,#sandstone,7892
constituted_by,UNIDADE_LITO,ROCHA,#formacao_239,#sandstone,7895
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_145,#Jiquia_Age,7903
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Jiquia_Age,#LowerCretaceous,7903
constituted_by,UNIDADE_LITO,ROCHA,#membro_013,#sandstone,7924
temporal_relation,UNIDADE_LITO,UNIDADE_LITO,#membro_013,#formacao_338,7924
constituted_by,UNIDADE_LITO,ROCHA,#formacao_338,#sandstone,7924
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_338,#LowerCretaceous,7924
constituted_by,UNIDADE_LITO,ROCHA,#membro_013,#sandstone,7926
constituted_by,UNIDADE_LITO,ROCHA,#membro_005,#sandstone,7928
temporal_relation,UNIDADE_LITO,UNIDADE_LITO,#membro_005,#formacao_338,7928
constituted_by,UNIDADE_LITO,ROCHA,#formacao_338,#sandstone,7928
constituted_by,UNIDADE_LITO,ROCHA,#membro_005,#sandstone,7935
constituted_by,UNIDADE_LITO,ROCHA,#membro_005,#sandstone,7935
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_338,#LowerCretaceous,7936
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#LowerCretaceous,#Aptian,7936
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_286,#Alagoas_Age,7936
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Alagoas_Age,#LowerCretaceous,7936
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aptian,#LowerCretaceous,7936
constituted_by,UNIDADE_LITO,ROCHA,#formacao_338,#shale,7938
constituted_by,UNIDADE_LITO,ROCHA,#formacao_149,#sandstone,7940
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_149,#Buracica_Age,7940
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_149,#LowerCretaceous,7940
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Buracica_Age,#LowerCretaceous,7940
constituted_by,UNIDADE_LITO,ROCHA,#formacao_286,#shale,7941
constituted_by,UNIDADE_LITO,ROCHA,#formacao_286,#sandstone,7941
constituted_by,UNIDADE_LITO,ROCHA,#formacao_286,#shale,7941
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_149,#Buracica_Age,7948
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_149,#Jiquia_Age,7948
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_149,#LowerCretaceous,7948
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Buracica_Age,#Jiquia_Age,7948
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Buracica_Age,#LowerCretaceous,7948
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Jiquia_Age,#Buracica_Age,7948
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Jiquia_Age,#LowerCretaceous,7948
constituted_by,UNIDADE_LITO,ROCHA,#grupo_032,#shale,7953
has_age,UNIDADE_LITO,UNIDADE_CRONO,#grupo_032,#Aratu_Age,7954
has_age,UNIDADE_LITO,UNIDADE_CRONO,#grupo_032,#LowerCretaceous,7954
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aratu_Age,#LowerCretaceous,7954
constituted_by,UNIDADE_LITO,ROCHA,#formacao_328,#sandstone,7964
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_328,#Aratu_Age,7964
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aratu_Age,#LowerCretaceous,7964
located_in,UNIDADE_LITO,BACIA,#formacao_295,#BASE_CD_BACIA_240,7974
located_in,UNIDADE_LITO,BACIA,#formacao_295,#BASE_CD_BACIA_230,7974
located_in,UNIDADE_LITO,BACIA,#formacao_295,#BASE_CD_BACIA_266,7974
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0958,#BASE_CD_BACIA_240,7992
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0830,#BASE_CD_BACIA_240,8005
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#UpperJurassic,#LowerCretaceous,8059
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#LowerCretaceous,#UpperJurassic,8059
located_in,UNIDADE_LITO,BACIA,#formacao_125,#BASE_CD_BACIA_240,8065
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Valanginian,#Hauterivian,8118
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Hauterivian,#Valanginian,8118
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Valanginian,#Hauterivian,8144
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Hauterivian,#Valanginian,8144
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aratu_Age,#Buracica_Age,8148
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Buracica_Age,#Aratu_Age,8148
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Buracica_Age,#Jiquia_Age,8148
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Jiquia_Age,#Buracica_Age,8148
located_in,UNIDADE_LITO,BACIA,#formacao_084,#BASE_CD_BACIA_381,8156
located_in,UNIDADE_LITO,BACIA,#formacao_277,#BASE_CD_BACIA_316,8156
located_in,UNIDADE_LITO,BACIA,#formacao_222,#BASE_CD_BACIA_281,8156
located_in,UNIDADE_LITO,BACIA,#formacao_222,#BASE_CD_BACIA_270,8156
constituted_by,UNIDADE_LITO,ROCHA,#formacao_222,#basalt,8157
located_in,UNIDADE_LITO,BACIA,#formacao_222,#BASE_CD_BACIA_270,8157
constituted_by,UNIDADE_LITO,ROCHA,#formacao_119,#basalt,8158
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Valanginian,#Hauterivian,8180
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Hauterivian,#Valanginian,8180
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Valanginian,#Hauterivian,8181
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Hauterivian,#Valanginian,8181
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Buracica_Age,#Aratu_Age,8185
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aratu_Age,#Buracica_Age,8185
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aratu_Age,#Buracica_Age,8188
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Buracica_Age,#Aratu_Age,8188
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Mesoriodaserra_Subage,#Neoriodaserra_Subage,8189
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Neoriodaserra_Subage,#Mesoriodaserra_Subage,8189
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aratu_Age,#Buracica_Age,8193
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Buracica_Age,#Aratu_Age,8193
located_in,UNIDADE_LITO,BACIA,#formacao_119,#BASE_CD_BACIA_256,8235
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_153,#LowerCretaceous,8236
located_in,UNIDADE_LITO,BACIA,#formacao_153,#BASE_CD_BACIA_116,8236
located_in,UNIDADE_LITO,BACIA,#formacao_153,#BASE_CD_BACIA_116,8236
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_153,#Aratu_Age,8236
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aratu_Age,#LowerCretaceous,8236
located_in,POÇO,BACIA,#POCO_CD_POCO_023746,#BASE_CD_BACIA_381,8268
located_in,UNIDADE_LITO,BACIA,#formacao_117,#BASE_CD_BACIA_116,8275
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_117,#Upper_Aptian_Subage,8275
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Buracica_Age,#LowerCretaceous,8280
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Valanginian,#Hauterivian,8292
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Hauterivian,#Valanginian,8292
located_in,UNIDADE_LITO,BACIA,#formacao_319,#BASE_CD_BACIA_100,8370
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aratu_Age,#LowerCretaceous,8421
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Aptian,8560
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aptian,#Albian,8560
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aptian,#Albian,8592
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Aptian,8592
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Albian,8614
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Albian,8614
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aptian,#Albian,8642
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Aptian,8642
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aptian,#Albian,8643
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Aptian,8643
located_in,UNIDADE_LITO,BACIA,#grupo_000,#BASE_CD_BACIA_281,8734
constituted_by,UNIDADE_LITO,ROCHA,#grupo_000,#calcilutite,8734
constituted_by,UNIDADE_LITO,ROCHA,#grupo_000,#marlstone,8734
constituted_by,UNIDADE_LITO,ROCHA,#grupo_000,#shale,8734
has_age,UNIDADE_LITO,UNIDADE_CRONO,#grupo_000,#Albian,8734
has_age,UNIDADE_LITO,UNIDADE_CRONO,#grupo_000,#Cenomanian,8734
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Cenomanian,8734
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cenomanian,#Albian,8734
located_in,UNIDADE_LITO,BACIA,#formacao_278,#BASE_CD_BACIA_100,8743
located_in,UNIDADE_LITO,BACIA,#formacao_278,#BASE_CD_BACIA_100,8843
located_in,UNIDADE_LITO,BACIA,#formacao_262,#BASE_CD_BACIA_266,8869
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_262,#Cenomanian,8869
located_in,UNIDADE_LITO,BACIA,#formacao_262,#BASE_CD_BACIA_266,8879
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_262,#Cenomanian,8879
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Campanian,#Maastrichtian,8880
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Maastrichtian,#Campanian,8880
constituted_by,UNIDADE_LITO,ROCHA,#formacao_262,#conglomerate,8946
constituted_by,UNIDADE_LITO,ROCHA,#formacao_262,#sandstone,8946
constituted_by,UNIDADE_LITO,ROCHA,#formacao_262,#sandstone,9085
constituted_by,UNIDADE_LITO,ROCHA,#formacao_262,#conglomerate,9085
constituted_by,UNIDADE_LITO,ROCHA,#formacao_262,#conglomerate,9103
located_in,UNIDADE_LITO,BACIA,#formacao_262,#BASE_CD_BACIA_266,9118
located_in,UNIDADE_LITO,BACIA,#grupo_033,#BASE_CD_BACIA_300,9189
located_in,UNIDADE_LITO,BACIA,#grupo_033,#BASE_CD_BACIA_300,9194
located_in,UNIDADE_LITO,BACIA,#formacao_110,#BASE_CD_BACIA_281,9208
constituted_by,UNIDADE_LITO,ROCHA,#formacao_289,#diamictite,9216
constituted_by,UNIDADE_LITO,ROCHA,#formacao_289,#shale,9216
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_110,#Miocene,9218
constituted_by,UNIDADE_LITO,ROCHA,#formacao_110,#marlstone,9228
constituted_by,UNIDADE_LITO,ROCHA,#formacao_110,#calcilutite,9228
located_in,UNIDADE_LITO,BACIA,#formacao_110,#BASE_CD_BACIA_281,9228
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Holocene,#Pleistocene,9243
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Pleistocene,#Holocene,9243
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Holocene,#Pleistocene,9365
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Pleistocene,#Holocene,9365
located_in,UNIDADE_LITO,BACIA,#formacao_110,#BASE_CD_BACIA_281,9524
located_in,UNIDADE_LITO,BACIA,#formacao_110,#BASE_CD_BACIA_281,9532
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0734,#BASE_CD_BACIA_281,9618
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0734,#BASE_CD_BACIA_281,9619
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0734,#BASE_CD_BACIA_281,9619
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Paleozoic,#Mesozoic,10151
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Mesozoic,#Paleozoic,10151
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Mesozoic,#Cenozoic,10151
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cenozoic,#Mesozoic,10151
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0383,#BASE_CD_BACIA_096,10287
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0383,#BASE_CD_BACIA_096,10287
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0995,#BASE_CD_BACIA_096,10287
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0995,#BASE_CD_BACIA_096,10287
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0082,#BASE_CD_BACIA_096,10287
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0082,#BASE_CD_BACIA_096,10287
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0352,#BASE_CD_BACIA_096,10287
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0352,#BASE_CD_BACIA_096,10287
temporal_relation,UNIDADE_LITO,UNIDADE_LITO,#membro_058,#formacao_254,10452
located_in,UNIDADE_LITO,BACIA,#formacao_254,#BASE_CD_BACIA_300,10452
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#UpperJurassic,#LowerCretaceous,10560
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#LowerCretaceous,#UpperJurassic,10560
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aptian,#LowerCretaceous,10675
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#LowerCretaceous,#Aptian,10675
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cenozoic,10678
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cenozoic,#Cretaceous,10678
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#LowerCretaceous,#UpperCretaceous,10689
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#UpperCretaceous,#LowerCretaceous,10689
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Mesozoic,#Cenozoic,10690
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cenozoic,#Mesozoic,10690
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#UpperCretaceous,#Campanian,10691
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Campanian,#UpperCretaceous,10691
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#UpperCretaceous,#LowerCretaceous,10695
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#LowerCretaceous,#UpperCretaceous,10695
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Mesozoic,#Cenozoic,10698
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cenozoic,#Mesozoic,10698
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#UpperJurassic,#LowerCretaceous,10730
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#LowerCretaceous,#UpperJurassic,10730
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#LowerCretaceous,#Albian,10730
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#LowerCretaceous,10730
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Coniacian,#Santonian,10733
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Santonian,#Coniacian,10733
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#LowerCretaceous,#Albian,10739
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#LowerCretaceous,10739
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#LowerCretaceous,#UpperCretaceous,10750
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#UpperCretaceous,#LowerCretaceous,10750
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Paleogene,#Neogene,10751
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Paleogene,#Neogene,10751
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Neogene,#Paleogene,10751
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Neogene,#Neogene,10751
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Neogene,#Paleogene,10751
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Neogene,#Neogene,10751
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#LowerCretaceous,#Valanginian,10772
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Valanginian,#LowerCretaceous,10772
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aratu_Age,#Buracica_Age,10775
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Buracica_Age,#Aratu_Age,10775
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Buracica_Age,#Jiquia_Age,10775
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Jiquia_Age,#Buracica_Age,10775
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Albian,10793
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Albian,10793
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Albian,10793
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Albian,10793
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Albian,10793
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Albian,10793
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Campanian,#Maastrichtian,10799
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Maastrichtian,#Campanian,10799
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Alagoas_Age,#LowerCretaceous,10808
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aptian,#LowerCretaceous,10808
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#UpperJurassic,#LowerCretaceous,10808
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#LowerCretaceous,#Aptian,10808
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#LowerCretaceous,#UpperJurassic,10808
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aptian,#Albian,10812
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Aptian,10812
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Albian,10813
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Albian,10813
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cenomanian,#Cenomanian,10816
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cenomanian,#Cenomanian,10816
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Jiquia_Age,#Jiquia_Age,10837
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Jiquia_Age,#Alagoas_Age,10837
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Jiquia_Age,#Jiquia_Age,10837
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Jiquia_Age,#Alagoas_Age,10837
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Campanian,#Maastrichtian,10849
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Maastrichtian,#Campanian,10849
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cenozoic,#Cretaceous,11131
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cenozoic,11131
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Campanian,#Maastrichtian,11146
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Maastrichtian,#Campanian,11146
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0682,#BASE_CD_BACIA_281,11191
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0684,#BASE_CD_BACIA_281,11191
