index_e,sentence,Ent1,Ent2,has_relation,relation
413,"Esta constatação induz   formulação de algumas hipóteses para explicar o não-registro       última biozona     bacias mencionadas: a) a existência de amplo hiato intra-albiano, correspondente    tempo compreendido      biozona Nannoconus fragilis; b) as condicionantes ambientais    água    mar necessárias para a proliferação e sedimentação (após a morte    organismo) de Nannoconus fragilis não teriam sido atingidas; c) a recristalização sofrida       carbonatos durante a diagénese teria destruído ou dificultaria muito a liberação     nanofósseis    matriz    rocha, impedindo, assim, o reconhecimento    biozona em análises rotineiras; “e d) eventualmente, já em tempos aptianos (?), a margem equatorial receberia influxos de águas oriundas    oceano situado a norte    primitivo Atlântico Sul. b) as condicionantes ambientais    [E2] água    mar [/E2] necessárias para a proliferação e sedimentação (após a morte    organismo) de Nannoconus fragilis não teriam sido atingidas; c) a recristalização sofrida       carbonatos durante a diagénese teria destruído ou dificultaria muito a liberação     nanofósseis    matriz    rocha, impedindo, assim, o reconhecimento    biozona em análises rotineiras; mo d) eventualmente, já em tempos aptianos (?), a margem equatorial receberia influxos de [E1] águas [/E1] oriundas    oceano situado a norte    primitivo Atlântico Sul..",FLUIDODATERRA_i,FLUIDODATERRA_o,False,no_relation
413,"Esta constatação induz   formulação de algumas hipóteses para explicar o não-registro       última biozona     bacias mencionadas: a) a existência de amplo hiato intra-albiano, correspondente    tempo compreendido      biozona Nannoconus fragilis; b) as condicionantes ambientais    água    mar necessárias para a proliferação e sedimentação (após a morte    organismo) de Nannoconus fragilis não teriam sido atingidas; c) a recristalização sofrida       carbonatos durante a diagénese teria destruído ou dificultaria muito a liberação     nanofósseis    matriz    rocha, impedindo, assim, o reconhecimento    biozona em análises rotineiras; “e d) eventualmente, já em tempos aptianos (?), a margem equatorial receberia influxos de águas oriundas    oceano situado a norte    primitivo Atlântico Sul. b) as condicionantes ambientais    água    mar necessárias para a proliferação e sedimentação (após a morte    organismo) de Nannoconus fragilis não teriam sido atingidas; c) a recristalização sofrida       [E2] carbonatos [/E2] durante a diagénese teria destruído ou dificultaria muito a liberação     nanofósseis    matriz    rocha, impedindo, assim, o reconhecimento    biozona em análises rotineiras; mo d) eventualmente, já em tempos aptianos (?), a margem equatorial receberia influxos de [E1] águas [/E1] oriundas    oceano situado a norte    primitivo Atlântico Sul..",FLUIDODATERRA_i,ROCHA,False,no_relation
413,"Esta constatação induz   formulação de algumas hipóteses para explicar o não-registro       última biozona     bacias mencionadas: a) a existência de amplo hiato intra-albiano, correspondente    tempo compreendido      biozona Nannoconus fragilis; b) as condicionantes ambientais    água    mar necessárias para a proliferação e sedimentação (após a morte    organismo) de Nannoconus fragilis não teriam sido atingidas; c) a recristalização sofrida       carbonatos durante a diagénese teria destruído ou dificultaria muito a liberação     nanofósseis    matriz    rocha, impedindo, assim, o reconhecimento    biozona em análises rotineiras; “e d) eventualmente, já em tempos aptianos (?), a margem equatorial receberia influxos de águas oriundas    oceano situado a norte    primitivo Atlântico Sul. b) as condicionantes ambientais    água    mar necessárias para a proliferação e sedimentação (após a morte    organismo) de Nannoconus fragilis não teriam sido atingidas; c) a recristalização sofrida       carbonatos durante a diagénese teria destruído ou dificultaria muito a liberação     nanofósseis    matriz    [E2] rocha [/E2], impedindo, assim, o reconhecimento    biozona em análises rotineiras; mo d) eventualmente, já em tempos aptianos (?), a margem equatorial receberia influxos de [E1] águas [/E1] oriundas    oceano situado a norte    primitivo Atlântico Sul..",FLUIDODATERRA_i,ROCHA,False,no_relation
413,"Esta constatação induz   formulação de algumas hipóteses para explicar o não-registro       última biozona     bacias mencionadas: a) a existência de amplo hiato intra-albiano, correspondente    tempo compreendido      biozona Nannoconus fragilis; b) as condicionantes ambientais    água    mar necessárias para a proliferação e sedimentação (após a morte    organismo) de Nannoconus fragilis não teriam sido atingidas; c) a recristalização sofrida       carbonatos durante a diagénese teria destruído ou dificultaria muito a liberação     nanofósseis    matriz    rocha, impedindo, assim, o reconhecimento    biozona em análises rotineiras; “e d) eventualmente, já em tempos aptianos (?), a margem equatorial receberia influxos de águas oriundas    oceano situado a norte    primitivo Atlântico Sul. b) as condicionantes ambientais    água    mar necessárias para a proliferação e sedimentação (após a morte    organismo) de Nannoconus fragilis não teriam sido atingidas; c) a recristalização sofrida       carbonatos durante a diagénese teria destruído ou dificultaria muito a liberação     nanofósseis    matriz    rocha, impedindo, assim, o reconhecimento    biozona em análises rotineiras; mo d) eventualmente, já em tempos [E2] aptianos [/E2] (?), a margem equatorial receberia influxos de [E1] águas [/E1] oriundas    oceano situado a norte    primitivo Atlântico Sul..",FLUIDODATERRA_i,UNIDADE_CRONO,False,no_relation
415,"De acordo com os arcabouços bioestratigráficos elaborados    partir de outros grupos fósseis (palinomorfos, principalmente), o [E1] Albiano [/E1],    margem sudeste, é dividido em duas ou mais biozonas e as investigações não sugerem a existência de qualquer hiato [E2] intra-albiano [/E2] de grande expressão geográfica (Azevedo et al. 1987a; Viviers et al. 1986; Oliveira et al. 1993)..",UNIDADE_CRONO,UNIDADE_CRONO,True,temporal_relation
415,"De acordo com os arcabouços bioestratigráficos elaborados    partir de outros grupos fósseis (palinomorfos, principalmente), o [E2] Albiano [/E2],    margem sudeste, é dividido em duas ou mais biozonas e as investigações não sugerem a existência de qualquer hiato [E1] intra-albiano [/E1] de grande expressão geográfica (Azevedo et al. 1987a; Viviers et al. 1986; Oliveira et al. 1993)..",UNIDADE_CRONO,UNIDADE_CRONO,True,temporal_relation
422,"É sabido; por exemplo, que a porção superior    [E1] Formação Macaé [/E1] ([E2] Albiano/Turoniano [/E2]    Bacia de (Campos) encerra níveis ricos em nanofósseis, observáveis somente com o auxílio    microscópio eletrônico de varredura (MEV, Spadini et al. 1988)..",UNIDADE_LITO,UNIDADE_CRONO,False,no_relation
422,"É sabido; por exemplo, que a porção superior    [E1] Formação Macaé [/E1] (Albiano/Turoniano    [E2] Bacia [/E2] de (Campos) encerra níveis ricos em nanofósseis, observáveis somente com o auxílio    microscópio eletrônico de varredura (MEV, Spadini et al. 1988)..",UNIDADE_LITO,BACIA,False,no_relation
422,"É sabido; por exemplo, que a porção superior    [E1] Formação Macaé [/E1] (Albiano/Turoniano    Bacia de ([E2] Campos [/E2]) encerra níveis ricos em nanofósseis, observáveis somente com o auxílio    microscópio eletrônico de varredura (MEV, Spadini et al. 1988)..",UNIDADE_LITO,BACIA,True,located_in
422,"É sabido; por exemplo, que a porção superior    [E2] Formação Macaé [/E2] ([E1] Albiano/Turoniano [/E1]    Bacia de (Campos) encerra níveis ricos em nanofósseis, observáveis somente com o auxílio    microscópio eletrônico de varredura (MEV, Spadini et al. 1988)..",UNIDADE_CRONO,UNIDADE_LITO,False,no_relation
422,"É sabido; por exemplo, que a porção superior    Formação Macaé ([E1] Albiano/Turoniano [/E1]    [E2] Bacia [/E2] de (Campos) encerra níveis ricos em nanofósseis, observáveis somente com o auxílio    microscópio eletrônico de varredura (MEV, Spadini et al. 1988)..",UNIDADE_CRONO,BACIA,False,no_relation
422,"É sabido; por exemplo, que a porção superior    Formação Macaé ([E1] Albiano/Turoniano [/E1]    Bacia de ([E2] Campos [/E2]) encerra níveis ricos em nanofósseis, observáveis somente com o auxílio    microscópio eletrônico de varredura (MEV, Spadini et al. 1988)..",UNIDADE_CRONO,BACIA,False,no_relation
422,"É sabido; por exemplo, que a porção superior    [E2] Formação Macaé [/E2] (Albiano/Turoniano    [E1] Bacia [/E1] de (Campos) encerra níveis ricos em nanofósseis, observáveis somente com o auxílio    microscópio eletrônico de varredura (MEV, Spadini et al. 1988)..",BACIA,UNIDADE_LITO,False,no_relation
422,"É sabido; por exemplo, que a porção superior    Formação Macaé ([E2] Albiano/Turoniano [/E2]    [E1] Bacia [/E1] de (Campos) encerra níveis ricos em nanofósseis, observáveis somente com o auxílio    microscópio eletrônico de varredura (MEV, Spadini et al. 1988)..",BACIA,UNIDADE_CRONO,False,no_relation
422,"É sabido; por exemplo, que a porção superior    Formação Macaé (Albiano/Turoniano    [E1] Bacia [/E1] de ([E2] Campos [/E2]) encerra níveis ricos em nanofósseis, observáveis somente com o auxílio    microscópio eletrônico de varredura (MEV, Spadini et al. 1988)..",BACIA,BACIA,False,no_relation
422,"É sabido; por exemplo, que a porção superior    [E2] Formação Macaé [/E2] (Albiano/Turoniano    Bacia de ([E1] Campos [/E1]) encerra níveis ricos em nanofósseis, observáveis somente com o auxílio    microscópio eletrônico de varredura (MEV, Spadini et al. 1988)..",BACIA,UNIDADE_LITO,False,no_relation
422,"É sabido; por exemplo, que a porção superior    Formação Macaé ([E2] Albiano/Turoniano [/E2]    Bacia de ([E1] Campos [/E1]) encerra níveis ricos em nanofósseis, observáveis somente com o auxílio    microscópio eletrônico de varredura (MEV, Spadini et al. 1988)..",BACIA,UNIDADE_CRONO,False,no_relation
422,"É sabido; por exemplo, que a porção superior    Formação Macaé (Albiano/Turoniano    [E2] Bacia [/E2] de ([E1] Campos [/E1]) encerra níveis ricos em nanofósseis, observáveis somente com o auxílio    microscópio eletrônico de varredura (MEV, Spadini et al. 1988)..",BACIA,BACIA,False,no_relation
429,"E a maioria tende a reconhecer, a partir    comparação de associações fossiliferas, que tal contato        entre o [E1] Aptiano [/E1] e o [E2] Cenomaniano [/E2]..",UNIDADE_CRONO,UNIDADE_CRONO,False,no_relation
429,"E a maioria tende a reconhecer, a partir    comparação de associações fossiliferas, que tal contato        entre o [E2] Aptiano [/E2] e o [E1] Cenomaniano [/E1]..",UNIDADE_CRONO,UNIDADE_CRONO,False,no_relation
432,"Entretanto, deve ser comentado que Dias-Brito (1994) sugere que esta circulação, já em tempos [E1] eoalbianos [/E1], seria mais abrangente e atingiria a [E2] Bacia [/E2] de B. Geoci..",UNIDADE_CRONO,BACIA,False,no_relation
432,"Entretanto, deve ser comentado que Dias-Brito (1994) sugere que esta circulação, já em tempos [E2] eoalbianos [/E2], seria mais abrangente e atingiria a [E1] Bacia [/E1] de B. Geoci..",BACIA,UNIDADE_CRONO,False,no_relation
440,"1. - Trôelsen e Quadros (1971),    definirem a biozona, preferiram nao separar as associações de Nannoconus que se sucedem     seções estratigráficas    [E1] Cretáceo [/E1] “médio”     [E2] bacias [/E2] marginais brasileiras (principalmente aquelas situadas    norte de Sergipe/Alagoas)..",UNIDADE_CRONO,BACIA,False,no_relation
440,"1. - Trôelsen e Quadros (1971),    definirem a biozona, preferiram nao separar as associações de Nannoconus que se sucedem     seções estratigráficas    [E1] Cretáceo [/E1] “médio”     bacias marginais brasileiras (principalmente aquelas situadas    norte de [E2] Sergipe/Alagoas [/E2])..",UNIDADE_CRONO,BACIA,False,no_relation
440,"1. - Trôelsen e Quadros (1971),    definirem a biozona, preferiram nao separar as associações de Nannoconus que se sucedem     seções estratigráficas    [E2] Cretáceo [/E2] “médio”     [E1] bacias [/E1] marginais brasileiras (principalmente aquelas situadas    norte de Sergipe/Alagoas)..",BACIA,UNIDADE_CRONO,False,no_relation
440,"1. - Trôelsen e Quadros (1971),    definirem a biozona, preferiram nao separar as associações de Nannoconus que se sucedem     seções estratigráficas    Cretáceo “médio”     [E1] bacias [/E1] marginais brasileiras (principalmente aquelas situadas    norte de [E2] Sergipe/Alagoas [/E2])..",BACIA,BACIA,False,no_relation
440,"1. - Trôelsen e Quadros (1971),    definirem a biozona, preferiram nao separar as associações de Nannoconus que se sucedem     seções estratigráficas    [E2] Cretáceo [/E2] “médio”     bacias marginais brasileiras (principalmente aquelas situadas    norte de [E1] Sergipe/Alagoas [/E1])..",BACIA,UNIDADE_CRONO,False,no_relation
440,"1. - Trôelsen e Quadros (1971),    definirem a biozona, preferiram nao separar as associações de Nannoconus que se sucedem     seções estratigráficas    Cretáceo “médio”     [E2] bacias [/E2] marginais brasileiras (principalmente aquelas situadas    norte de [E1] Sergipe/Alagoas [/E1])..",BACIA,BACIA,False,no_relation
447,"em sua concepção original, Trdelsen e Quadros (1971) haviam proposto para a Zona Nannoconus truitti o intervalo [E1] aptiano [/E1] (parte superior)/[E2] cenomaniano [/E2] (parte basal), sobretudo com base em investigações feitas    Bacia de Sergipe/Alagoas..",UNIDADE_CRONO,UNIDADE_CRONO,False,no_relation
447,"em sua concepção original, Trdelsen e Quadros (1971) haviam proposto para a Zona Nannoconus truitti o intervalo [E1] aptiano [/E1] (parte superior)/cenomaniano (parte basal), sobretudo com base em investigações feitas    [E2] Bacia de Sergipe/Alagoas [/E2]..",UNIDADE_CRONO,BACIA,False,no_relation
447,"em sua concepção original, Trdelsen e Quadros (1971) haviam proposto para a Zona Nannoconus truitti o intervalo [E2] aptiano [/E2] (parte superior)/[E1] cenomaniano [/E1] (parte basal), sobretudo com base em investigações feitas    Bacia de Sergipe/Alagoas..",UNIDADE_CRONO,UNIDADE_CRONO,False,no_relation
447,"em sua concepção original, Trdelsen e Quadros (1971) haviam proposto para a Zona Nannoconus truitti o intervalo aptiano (parte superior)/[E1] cenomaniano [/E1] (parte basal), sobretudo com base em investigações feitas    [E2] Bacia de Sergipe/Alagoas [/E2]..",UNIDADE_CRONO,BACIA,False,no_relation
447,"em sua concepção original, Trdelsen e Quadros (1971) haviam proposto para a Zona Nannoconus truitti o intervalo [E2] aptiano [/E2] (parte superior)/cenomaniano (parte basal), sobretudo com base em investigações feitas    [E1] Bacia de Sergipe/Alagoas [/E1]..",BACIA,UNIDADE_CRONO,False,no_relation
447,"em sua concepção original, Trdelsen e Quadros (1971) haviam proposto para a Zona Nannoconus truitti o intervalo aptiano (parte superior)/[E2] cenomaniano [/E2] (parte basal), sobretudo com base em investigações feitas    [E1] Bacia de Sergipe/Alagoas [/E1]..",BACIA,UNIDADE_CRONO,False,no_relation
451,"- Trôelsen e Quadros (1971),    definirem a biozona, preferiram nao separar as associações de Nannoconus que se sucedem     seções estratigráficas    [E1] Cretáceo [/E1] “médio”     [E2] bacias [/E2] marginais brasileiras (principalmente aquelas situadas    norte de Sergipe/Alagoas)..",UNIDADE_CRONO,BACIA,False,no_relation
451,"- Trôelsen e Quadros (1971),    definirem a biozona, preferiram nao separar as associações de Nannoconus que se sucedem     seções estratigráficas    [E1] Cretáceo [/E1] “médio”     bacias marginais brasileiras (principalmente aquelas situadas    norte de [E2] Sergipe/Alagoas [/E2])..",UNIDADE_CRONO,BACIA,False,no_relation
451,"- Trôelsen e Quadros (1971),    definirem a biozona, preferiram nao separar as associações de Nannoconus que se sucedem     seções estratigráficas    [E2] Cretáceo [/E2] “médio”     [E1] bacias [/E1] marginais brasileiras (principalmente aquelas situadas    norte de Sergipe/Alagoas)..",BACIA,UNIDADE_CRONO,False,no_relation
451,"- Trôelsen e Quadros (1971),    definirem a biozona, preferiram nao separar as associações de Nannoconus que se sucedem     seções estratigráficas    Cretáceo “médio”     [E1] bacias [/E1] marginais brasileiras (principalmente aquelas situadas    norte de [E2] Sergipe/Alagoas [/E2])..",BACIA,BACIA,False,no_relation
451,"- Trôelsen e Quadros (1971),    definirem a biozona, preferiram nao separar as associações de Nannoconus que se sucedem     seções estratigráficas    [E2] Cretáceo [/E2] “médio”     bacias marginais brasileiras (principalmente aquelas situadas    norte de [E1] Sergipe/Alagoas [/E1])..",BACIA,UNIDADE_CRONO,False,no_relation
451,"- Trôelsen e Quadros (1971),    definirem a biozona, preferiram nao separar as associações de Nannoconus que se sucedem     seções estratigráficas    Cretáceo “médio”     [E2] bacias [/E2] marginais brasileiras (principalmente aquelas situadas    norte de [E1] Sergipe/Alagoas [/E1])..",BACIA,BACIA,False,no_relation
455,"Aliás, esta observação foi o principal fator em que Cunha (1990a, b) se baseou para definir a Zona Nannoconus fragilis; Por outro lado, Wanderley (1987, 1988), em estudos referentes   [E1] Bacia Potiguar [/E1], considerou que o topo    Zona Nannoconus truitti seria um __ biorizonte [E2] mesocenomaniano [/E2], posicionado entre as últimas ocorrências     pólens Psilatricolpites papilioniformis (Regali et al.) e Gnetaceaepollenites diversus Stover, e abaixo    desaparecimento    foraminifero Rotalipora aff..",BACIA,UNIDADE_CRONO,False,no_relation
455,"Aliás, esta observação foi o principal fator em que Cunha (1990a, b) se baseou para definir a Zona Nannoconus fragilis; Por outro lado, Wanderley (1987, 1988), em estudos referentes   [E2] Bacia Potiguar [/E2], considerou que o topo    Zona Nannoconus truitti seria um __ biorizonte [E1] mesocenomaniano [/E1], posicionado entre as últimas ocorrências     pólens Psilatricolpites papilioniformis (Regali et al.) e Gnetaceaepollenites diversus Stover, e abaixo    desaparecimento    foraminifero Rotalipora aff..",UNIDADE_CRONO,BACIA,False,no_relation
457,"[E1] Bacia    Ceará [/E1], Cunha (1990a) sugere que a espécie Nannoconus truitti truitti teria sido extinta    [E2] Turoniano [/E2] (poço 1-CES-75), o que também pode ser verificado    perfuração 1-US-1-SE    Bacia de Sergipe/Alagoas (Cunha, informação verbal)..",BACIA,UNIDADE_CRONO,False,no_relation
457,"[E1] Bacia    Ceará [/E1], Cunha (1990a) sugere que a espécie Nannoconus truitti truitti teria sido extinta    Turoniano ([E2] poço 1-CES-75 [/E2]), o que também pode ser verificado    perfuração 1-US-1-SE    Bacia de Sergipe/Alagoas (Cunha, informação verbal)..",BACIA,POÇO,False,no_relation
457,"[E1] Bacia    Ceará [/E1], Cunha (1990a) sugere que a espécie Nannoconus truitti truitti teria sido extinta    Turoniano (poço 1-CES-75), o que também pode ser verificado    perfuração [E2] 1-US-1-SE [/E2]    Bacia de Sergipe/Alagoas (Cunha, informação verbal)..",BACIA,POÇO,False,no_relation
457,"[E1] Bacia    Ceará [/E1], Cunha (1990a) sugere que a espécie Nannoconus truitti truitti teria sido extinta    Turoniano (poço 1-CES-75), o que também pode ser verificado    perfuração 1-US-1-SE    [E2] Bacia de Sergipe [/E2]/Alagoas (Cunha, informação verbal)..",BACIA,BACIA,False,no_relation
457,"[E1] Bacia    Ceará [/E1], Cunha (1990a) sugere que a espécie Nannoconus truitti truitti teria sido extinta    Turoniano (poço 1-CES-75), o que também pode ser verificado    perfuração 1-US-1-SE    Bacia de Sergipe/[E2] Alagoas [/E2] (Cunha, informação verbal)..",BACIA,BACIA,False,no_relation
457,"[E2] Bacia    Ceará [/E2], Cunha (1990a) sugere que a espécie Nannoconus truitti truitti teria sido extinta    [E1] Turoniano [/E1] (poço 1-CES-75), o que também pode ser verificado    perfuração 1-US-1-SE    Bacia de Sergipe/Alagoas (Cunha, informação verbal)..",UNIDADE_CRONO,BACIA,False,no_relation
457,"Bacia    Ceará, Cunha (1990a) sugere que a espécie Nannoconus truitti truitti teria sido extinta    [E1] Turoniano [/E1] ([E2] poço 1-CES-75 [/E2]), o que também pode ser verificado    perfuração 1-US-1-SE    Bacia de Sergipe/Alagoas (Cunha, informação verbal)..",UNIDADE_CRONO,POÇO,False,no_relation
457,"Bacia    Ceará, Cunha (1990a) sugere que a espécie Nannoconus truitti truitti teria sido extinta    [E1] Turoniano [/E1] (poço 1-CES-75), o que também pode ser verificado    perfuração [E2] 1-US-1-SE [/E2]    Bacia de Sergipe/Alagoas (Cunha, informação verbal)..",UNIDADE_CRONO,POÇO,False,no_relation
457,"Bacia    Ceará, Cunha (1990a) sugere que a espécie Nannoconus truitti truitti teria sido extinta    [E1] Turoniano [/E1] (poço 1-CES-75), o que também pode ser verificado    perfuração 1-US-1-SE    [E2] Bacia de Sergipe [/E2]/Alagoas (Cunha, informação verbal)..",UNIDADE_CRONO,BACIA,False,no_relation
457,"Bacia    Ceará, Cunha (1990a) sugere que a espécie Nannoconus truitti truitti teria sido extinta    [E1] Turoniano [/E1] (poço 1-CES-75), o que também pode ser verificado    perfuração 1-US-1-SE    Bacia de Sergipe/[E2] Alagoas [/E2] (Cunha, informação verbal)..",UNIDADE_CRONO,BACIA,False,no_relation
457,"[E2] Bacia    Ceará [/E2], Cunha (1990a) sugere que a espécie Nannoconus truitti truitti teria sido extinta    Turoniano ([E1] poço 1-CES-75 [/E1]), o que também pode ser verificado    perfuração 1-US-1-SE    Bacia de Sergipe/Alagoas (Cunha, informação verbal)..",POÇO,BACIA,True,located_in
457,"Bacia    Ceará, Cunha (1990a) sugere que a espécie Nannoconus truitti truitti teria sido extinta    [E2] Turoniano [/E2] ([E1] poço 1-CES-75 [/E1]), o que também pode ser verificado    perfuração 1-US-1-SE    Bacia de Sergipe/Alagoas (Cunha, informação verbal)..",POÇO,UNIDADE_CRONO,False,no_relation
457,"Bacia    Ceará, Cunha (1990a) sugere que a espécie Nannoconus truitti truitti teria sido extinta    Turoniano ([E1] poço 1-CES-75 [/E1]), o que também pode ser verificado    perfuração [E2] 1-US-1-SE [/E2]    Bacia de Sergipe/Alagoas (Cunha, informação verbal)..",POÇO,POÇO,False,no_relation
457,"Bacia    Ceará, Cunha (1990a) sugere que a espécie Nannoconus truitti truitti teria sido extinta    Turoniano ([E1] poço 1-CES-75 [/E1]), o que também pode ser verificado    perfuração 1-US-1-SE    [E2] Bacia de Sergipe [/E2]/Alagoas (Cunha, informação verbal)..",POÇO,BACIA,False,no_relation
457,"Bacia    Ceará, Cunha (1990a) sugere que a espécie Nannoconus truitti truitti teria sido extinta    Turoniano ([E1] poço 1-CES-75 [/E1]), o que também pode ser verificado    perfuração 1-US-1-SE    Bacia de Sergipe/[E2] Alagoas [/E2] (Cunha, informação verbal)..",POÇO,BACIA,False,no_relation
457,"[E2] Bacia    Ceará [/E2], Cunha (1990a) sugere que a espécie Nannoconus truitti truitti teria sido extinta    Turoniano (poço 1-CES-75), o que também pode ser verificado    perfuração [E1] 1-US-1-SE [/E1]    Bacia de Sergipe/Alagoas (Cunha, informação verbal)..",POÇO,BACIA,False,no_relation
457,"Bacia    Ceará, Cunha (1990a) sugere que a espécie Nannoconus truitti truitti teria sido extinta    [E2] Turoniano [/E2] (poço 1-CES-75), o que também pode ser verificado    perfuração [E1] 1-US-1-SE [/E1]    Bacia de Sergipe/Alagoas (Cunha, informação verbal)..",POÇO,UNIDADE_CRONO,False,no_relation
457,"Bacia    Ceará, Cunha (1990a) sugere que a espécie Nannoconus truitti truitti teria sido extinta    Turoniano ([E2] poço 1-CES-75 [/E2]), o que também pode ser verificado    perfuração [E1] 1-US-1-SE [/E1]    Bacia de Sergipe/Alagoas (Cunha, informação verbal)..",POÇO,POÇO,False,no_relation
457,"Bacia    Ceará, Cunha (1990a) sugere que a espécie Nannoconus truitti truitti teria sido extinta    Turoniano (poço 1-CES-75), o que também pode ser verificado    perfuração [E1] 1-US-1-SE [/E1]    [E2] Bacia de Sergipe [/E2]/Alagoas (Cunha, informação verbal)..",POÇO,BACIA,True,located_in
457,"Bacia    Ceará, Cunha (1990a) sugere que a espécie Nannoconus truitti truitti teria sido extinta    Turoniano (poço 1-CES-75), o que também pode ser verificado    perfuração [E1] 1-US-1-SE [/E1]    Bacia de Sergipe/[E2] Alagoas [/E2] (Cunha, informação verbal)..",POÇO,BACIA,True,located_in
457,"[E2] Bacia    Ceará [/E2], Cunha (1990a) sugere que a espécie Nannoconus truitti truitti teria sido extinta    Turoniano (poço 1-CES-75), o que também pode ser verificado    perfuração 1-US-1-SE    [E1] Bacia de Sergipe [/E1]/Alagoas (Cunha, informação verbal)..",BACIA,BACIA,False,no_relation
457,"Bacia    Ceará, Cunha (1990a) sugere que a espécie Nannoconus truitti truitti teria sido extinta    [E2] Turoniano [/E2] (poço 1-CES-75), o que também pode ser verificado    perfuração 1-US-1-SE    [E1] Bacia de Sergipe [/E1]/Alagoas (Cunha, informação verbal)..",BACIA,UNIDADE_CRONO,False,no_relation
457,"Bacia    Ceará, Cunha (1990a) sugere que a espécie Nannoconus truitti truitti teria sido extinta    Turoniano ([E2] poço 1-CES-75 [/E2]), o que também pode ser verificado    perfuração 1-US-1-SE    [E1] Bacia de Sergipe [/E1]/Alagoas (Cunha, informação verbal)..",BACIA,POÇO,False,no_relation
457,"Bacia    Ceará, Cunha (1990a) sugere que a espécie Nannoconus truitti truitti teria sido extinta    Turoniano (poço 1-CES-75), o que também pode ser verificado    perfuração [E2] 1-US-1-SE [/E2]    [E1] Bacia de Sergipe [/E1]/Alagoas (Cunha, informação verbal)..",BACIA,POÇO,False,no_relation
457,"Bacia    Ceará, Cunha (1990a) sugere que a espécie Nannoconus truitti truitti teria sido extinta    Turoniano (poço 1-CES-75), o que também pode ser verificado    perfuração 1-US-1-SE    [E1] Bacia de Sergipe [/E1]/[E2] Alagoas [/E2] (Cunha, informação verbal)..",BACIA,BACIA,False,no_relation
457,"[E2] Bacia    Ceará [/E2], Cunha (1990a) sugere que a espécie Nannoconus truitti truitti teria sido extinta    Turoniano (poço 1-CES-75), o que também pode ser verificado    perfuração 1-US-1-SE    Bacia de Sergipe/[E1] Alagoas [/E1] (Cunha, informação verbal)..",BACIA,BACIA,False,no_relation
457,"Bacia    Ceará, Cunha (1990a) sugere que a espécie Nannoconus truitti truitti teria sido extinta    [E2] Turoniano [/E2] (poço 1-CES-75), o que também pode ser verificado    perfuração 1-US-1-SE    Bacia de Sergipe/[E1] Alagoas [/E1] (Cunha, informação verbal)..",BACIA,UNIDADE_CRONO,False,no_relation
457,"Bacia    Ceará, Cunha (1990a) sugere que a espécie Nannoconus truitti truitti teria sido extinta    Turoniano ([E2] poço 1-CES-75 [/E2]), o que também pode ser verificado    perfuração 1-US-1-SE    Bacia de Sergipe/[E1] Alagoas [/E1] (Cunha, informação verbal)..",BACIA,POÇO,False,no_relation
457,"Bacia    Ceará, Cunha (1990a) sugere que a espécie Nannoconus truitti truitti teria sido extinta    Turoniano (poço 1-CES-75), o que também pode ser verificado    perfuração [E2] 1-US-1-SE [/E2]    Bacia de Sergipe/[E1] Alagoas [/E1] (Cunha, informação verbal)..",BACIA,POÇO,False,no_relation
457,"Bacia    Ceará, Cunha (1990a) sugere que a espécie Nannoconus truitti truitti teria sido extinta    Turoniano (poço 1-CES-75), o que também pode ser verificado    perfuração 1-US-1-SE    [E2] Bacia de Sergipe [/E2]/[E1] Alagoas [/E1] (Cunha, informação verbal)..",BACIA,BACIA,False,no_relation
459,"Como ja abordado por Antunes (1987, 1990), a extinção    gênero Nannoconus     [E1] bacias [/E1]    costa brasileira parece estar vinculada a fenômenos ecológicos, pois, de acordo com Déres e Achéritéguy (1980), a ocorrência       taxon, mais abundante e diversificado    [E2] Cretáceo Inferior [/E2], parece        estendido até o Campaniano..",BACIA,UNIDADE_CRONO,False,no_relation
459,"Como ja abordado por Antunes (1987, 1990), a extinção    gênero Nannoconus     [E1] bacias [/E1]    costa brasileira parece estar vinculada a fenômenos ecológicos, pois, de acordo com Déres e Achéritéguy (1980), a ocorrência       taxon, mais abundante e diversificado    Cretáceo Inferior, parece        estendido até o [E2] Campaniano [/E2]..",BACIA,UNIDADE_CRONO,False,no_relation
459,"Como ja abordado por Antunes (1987, 1990), a extinção    gênero Nannoconus     [E2] bacias [/E2]    costa brasileira parece estar vinculada a fenômenos ecológicos, pois, de acordo com Déres e Achéritéguy (1980), a ocorrência       taxon, mais abundante e diversificado    [E1] Cretáceo Inferior [/E1], parece        estendido até o Campaniano..",UNIDADE_CRONO,BACIA,False,no_relation
459,"Como ja abordado por Antunes (1987, 1990), a extinção    gênero Nannoconus     bacias    costa brasileira parece estar vinculada a fenômenos ecológicos, pois, de acordo com Déres e Achéritéguy (1980), a ocorrência       taxon, mais abundante e diversificado    [E1] Cretáceo Inferior [/E1], parece        estendido até o [E2] Campaniano [/E2]..",UNIDADE_CRONO,UNIDADE_CRONO,False,no_relation
459,"Como ja abordado por Antunes (1987, 1990), a extinção    gênero Nannoconus     [E2] bacias [/E2]    costa brasileira parece estar vinculada a fenômenos ecológicos, pois, de acordo com Déres e Achéritéguy (1980), a ocorrência       taxon, mais abundante e diversificado    Cretáceo Inferior, parece        estendido até o [E1] Campaniano [/E1]..",UNIDADE_CRONO,BACIA,False,no_relation
