#Sentence,sentence,Ent1,Ent2,URI_1,URI_2,has_relation,relation
3094,"— óleos gerados       sedimentos    Andar Alagoas e representados       acumulações     campos, de Atalaia    Sul (poços 4-ATS-1 e [E2] 14-SE [/E2]), Riachuelo, Mato Grosso, Carmópolis (todos os reservatórios), Siririzinho, Castanhal, Tigre, Brejo Grande, Coqueiro Seco, Ta-buleiro     Martins, Guaricema, Dourado, Camorim (  exceção     poços 7-CM-22D e 37-SES), Camorim Leste, Mero, Tainha e Ca-vala e       hidrocarbonetos recuperados     poços 1-IP-2-SE, 1-CAV-1-SE, 1-CAU-3-SE, 1-ATN-1-SE, 1-RPO-1-SE, 1-ALG-1-SE, 9-CG-2-SEX, 1-CAP-1-SE, 1-RR-1-AL, 1-SES-30, 1-SES-63, 1-SES-18A, 1-SES-64, 1-ALS-15, 1-ALS-27, 1-ALS-8 e 1-ALS-3: — [E1] óleos [/E1] resultantes    mistura de hidrocarbonetos gerados     sedimentos    Neocomiano e    An Fig..",FLUIDODATERRA_i,POÇO,#oil,#POCO_CD_POCO_010689,False,no_relation
3094,"— óleos gerados       sedimentos    Andar Alagoas e representados       acumulações     campos, de Atalaia    Sul (poços 4-ATS-1 e 14-SE), [E2] Riachuelo [/E2], Mato Grosso, Carmópolis (todos os reservatórios), Siririzinho, Castanhal, Tigre, Brejo Grande, Coqueiro Seco, Ta-buleiro     Martins, Guaricema, Dourado, Camorim (  exceção     poços 7-CM-22D e 37-SES), Camorim Leste, Mero, Tainha e Ca-vala e       hidrocarbonetos recuperados     poços 1-IP-2-SE, 1-CAV-1-SE, 1-CAU-3-SE, 1-ATN-1-SE, 1-RPO-1-SE, 1-ALG-1-SE, 9-CG-2-SEX, 1-CAP-1-SE, 1-RR-1-AL, 1-SES-30, 1-SES-63, 1-SES-18A, 1-SES-64, 1-ALS-15, 1-ALS-27, 1-ALS-8 e 1-ALS-3: — [E1] óleos [/E1] resultantes    mistura de hidrocarbonetos gerados     sedimentos    Neocomiano e    An Fig..",FLUIDODATERRA_i,CAMPO,#oil,#CAMP_CD_CAMPO_0827,False,no_relation
3094,"— óleos gerados       sedimentos    Andar Alagoas e representados       acumulações     campos, de Atalaia    Sul (poços 4-ATS-1 e 14-SE), Riachuelo, [E2] Mato Grosso [/E2], Carmópolis (todos os reservatórios), Siririzinho, Castanhal, Tigre, Brejo Grande, Coqueiro Seco, Ta-buleiro     Martins, Guaricema, Dourado, Camorim (  exceção     poços 7-CM-22D e 37-SES), Camorim Leste, Mero, Tainha e Ca-vala e       hidrocarbonetos recuperados     poços 1-IP-2-SE, 1-CAV-1-SE, 1-CAU-3-SE, 1-ATN-1-SE, 1-RPO-1-SE, 1-ALG-1-SE, 9-CG-2-SEX, 1-CAP-1-SE, 1-RR-1-AL, 1-SES-30, 1-SES-63, 1-SES-18A, 1-SES-64, 1-ALS-15, 1-ALS-27, 1-ALS-8 e 1-ALS-3: — [E1] óleos [/E1] resultantes    mistura de hidrocarbonetos gerados     sedimentos    Neocomiano e    An Fig..",FLUIDODATERRA_i,CAMPO,#oil,#CAMP_CD_CAMPO_0698,False,no_relation
3094,"— óleos gerados       sedimentos    Andar Alagoas e representados       acumulações     campos, de Atalaia    Sul (poços 4-ATS-1 e 14-SE), Riachuelo, Mato Grosso, [E2] Carmópolis [/E2] (todos os reservatórios), Siririzinho, Castanhal, Tigre, Brejo Grande, Coqueiro Seco, Ta-buleiro     Martins, Guaricema, Dourado, Camorim (  exceção     poços 7-CM-22D e 37-SES), Camorim Leste, Mero, Tainha e Ca-vala e       hidrocarbonetos recuperados     poços 1-IP-2-SE, 1-CAV-1-SE, 1-CAU-3-SE, 1-ATN-1-SE, 1-RPO-1-SE, 1-ALG-1-SE, 9-CG-2-SEX, 1-CAP-1-SE, 1-RR-1-AL, 1-SES-30, 1-SES-63, 1-SES-18A, 1-SES-64, 1-ALS-15, 1-ALS-27, 1-ALS-8 e 1-ALS-3: — [E1] óleos [/E1] resultantes    mistura de hidrocarbonetos gerados     sedimentos    Neocomiano e    An Fig..",FLUIDODATERRA_i,CAMPO,#oil,#CAMP_CD_CAMPO_0249,False,no_relation
3094,"— óleos gerados       sedimentos    Andar Alagoas e representados       acumulações     campos, de Atalaia    Sul (poços 4-ATS-1 e 14-SE), Riachuelo, Mato Grosso, Carmópolis (todos os reservatórios), [E2] Siririzinho [/E2], Castanhal, Tigre, Brejo Grande, Coqueiro Seco, Ta-buleiro     Martins, Guaricema, Dourado, Camorim (  exceção     poços 7-CM-22D e 37-SES), Camorim Leste, Mero, Tainha e Ca-vala e       hidrocarbonetos recuperados     poços 1-IP-2-SE, 1-CAV-1-SE, 1-CAU-3-SE, 1-ATN-1-SE, 1-RPO-1-SE, 1-ALG-1-SE, 9-CG-2-SEX, 1-CAP-1-SE, 1-RR-1-AL, 1-SES-30, 1-SES-63, 1-SES-18A, 1-SES-64, 1-ALS-15, 1-ALS-27, 1-ALS-8 e 1-ALS-3: — [E1] óleos [/E1] resultantes    mistura de hidrocarbonetos gerados     sedimentos    Neocomiano e    An Fig..",FLUIDODATERRA_i,CAMPO,#oil,#CAMP_CD_CAMPO_0936,False,no_relation
3094,"— óleos gerados       sedimentos    Andar Alagoas e representados       acumulações     campos, de Atalaia    Sul (poços 4-ATS-1 e 14-SE), Riachuelo, Mato Grosso, Carmópolis (todos os reservatórios), Siririzinho, [E2] Castanhal [/E2], Tigre, Brejo Grande, Coqueiro Seco, Ta-buleiro     Martins, Guaricema, Dourado, Camorim (  exceção     poços 7-CM-22D e 37-SES), Camorim Leste, Mero, Tainha e Ca-vala e       hidrocarbonetos recuperados     poços 1-IP-2-SE, 1-CAV-1-SE, 1-CAU-3-SE, 1-ATN-1-SE, 1-RPO-1-SE, 1-ALG-1-SE, 9-CG-2-SEX, 1-CAP-1-SE, 1-RR-1-AL, 1-SES-30, 1-SES-63, 1-SES-18A, 1-SES-64, 1-ALS-15, 1-ALS-27, 1-ALS-8 e 1-ALS-3: — [E1] óleos [/E1] resultantes    mistura de hidrocarbonetos gerados     sedimentos    Neocomiano e    An Fig..",FLUIDODATERRA_i,CAMPO,#oil,#CAMP_CD_CAMPO_0264,False,no_relation
3094,"— óleos gerados       sedimentos    Andar Alagoas e representados       acumulações     campos, de Atalaia    Sul (poços 4-ATS-1 e 14-SE), Riachuelo, Mato Grosso, Carmópolis (todos os reservatórios), Siririzinho, Castanhal, [E2] Tigre [/E2], Brejo Grande, Coqueiro Seco, Ta-buleiro     Martins, Guaricema, Dourado, Camorim (  exceção     poços 7-CM-22D e 37-SES), Camorim Leste, Mero, Tainha e Ca-vala e       hidrocarbonetos recuperados     poços 1-IP-2-SE, 1-CAV-1-SE, 1-CAU-3-SE, 1-ATN-1-SE, 1-RPO-1-SE, 1-ALG-1-SE, 9-CG-2-SEX, 1-CAP-1-SE, 1-RR-1-AL, 1-SES-30, 1-SES-63, 1-SES-18A, 1-SES-64, 1-ALS-15, 1-ALS-27, 1-ALS-8 e 1-ALS-3: — [E1] óleos [/E1] resultantes    mistura de hidrocarbonetos gerados     sedimentos    Neocomiano e    An Fig..",FLUIDODATERRA_i,CAMPO,#oil,#CAMPO_GENERICO,False,no_relation
3094,"— óleos gerados       sedimentos    Andar Alagoas e representados       acumulações     campos, de Atalaia    Sul (poços 4-ATS-1 e 14-SE), Riachuelo, Mato Grosso, Carmópolis (todos os reservatórios), Siririzinho, Castanhal, Tigre, [E2] Brejo Grande [/E2], Coqueiro Seco, Ta-buleiro     Martins, Guaricema, Dourado, Camorim (  exceção     poços 7-CM-22D e 37-SES), Camorim Leste, Mero, Tainha e Ca-vala e       hidrocarbonetos recuperados     poços 1-IP-2-SE, 1-CAV-1-SE, 1-CAU-3-SE, 1-ATN-1-SE, 1-RPO-1-SE, 1-ALG-1-SE, 9-CG-2-SEX, 1-CAP-1-SE, 1-RR-1-AL, 1-SES-30, 1-SES-63, 1-SES-18A, 1-SES-64, 1-ALS-15, 1-ALS-27, 1-ALS-8 e 1-ALS-3: — [E1] óleos [/E1] resultantes    mistura de hidrocarbonetos gerados     sedimentos    Neocomiano e    An Fig..",FLUIDODATERRA_i,CAMPO,#oil,#CAMP_CD_CAMPO_0174,False,no_relation
3094,"— óleos gerados       sedimentos    Andar Alagoas e representados       acumulações     campos, de Atalaia    Sul (poços 4-ATS-1 e 14-SE), Riachuelo, Mato Grosso, Carmópolis (todos os reservatórios), Siririzinho, Castanhal, Tigre, Brejo Grande, [E2] Coqueiro Seco [/E2], Ta-buleiro     Martins, Guaricema, Dourado, Camorim (  exceção     poços 7-CM-22D e 37-SES), Camorim Leste, Mero, Tainha e Ca-vala e       hidrocarbonetos recuperados     poços 1-IP-2-SE, 1-CAV-1-SE, 1-CAU-3-SE, 1-ATN-1-SE, 1-RPO-1-SE, 1-ALG-1-SE, 9-CG-2-SEX, 1-CAP-1-SE, 1-RR-1-AL, 1-SES-30, 1-SES-63, 1-SES-18A, 1-SES-64, 1-ALS-15, 1-ALS-27, 1-ALS-8 e 1-ALS-3: — [E1] óleos [/E1] resultantes    mistura de hidrocarbonetos gerados     sedimentos    Neocomiano e    An Fig..",FLUIDODATERRA_i,CAMPO,#oil,#CAMP_CD_CAMPO_0314,False,no_relation
3094,"— óleos gerados       sedimentos    Andar Alagoas e representados       acumulações     campos, de Atalaia    Sul (poços 4-ATS-1 e 14-SE), Riachuelo, Mato Grosso, Carmópolis (todos os reservatórios), Siririzinho, Castanhal, Tigre, Brejo Grande, Coqueiro Seco, Ta-buleiro     Martins, [E2] Guaricema [/E2], Dourado, Camorim (  exceção     poços 7-CM-22D e 37-SES), Camorim Leste, Mero, Tainha e Ca-vala e       hidrocarbonetos recuperados     poços 1-IP-2-SE, 1-CAV-1-SE, 1-CAU-3-SE, 1-ATN-1-SE, 1-RPO-1-SE, 1-ALG-1-SE, 9-CG-2-SEX, 1-CAP-1-SE, 1-RR-1-AL, 1-SES-30, 1-SES-63, 1-SES-18A, 1-SES-64, 1-ALS-15, 1-ALS-27, 1-ALS-8 e 1-ALS-3: — [E1] óleos [/E1] resultantes    mistura de hidrocarbonetos gerados     sedimentos    Neocomiano e    An Fig..",FLUIDODATERRA_i,CAMPO,#oil,#CAMP_CD_CAMPO_0536,False,no_relation
3094,"— óleos gerados       sedimentos    Andar Alagoas e representados       acumulações     campos, de Atalaia    Sul (poços 4-ATS-1 e 14-SE), Riachuelo, Mato Grosso, Carmópolis (todos os reservatórios), Siririzinho, Castanhal, Tigre, Brejo Grande, Coqueiro Seco, Ta-buleiro     Martins, Guaricema, [E2] Dourado [/E2], Camorim (  exceção     poços 7-CM-22D e 37-SES), Camorim Leste, Mero, Tainha e Ca-vala e       hidrocarbonetos recuperados     poços 1-IP-2-SE, 1-CAV-1-SE, 1-CAU-3-SE, 1-ATN-1-SE, 1-RPO-1-SE, 1-ALG-1-SE, 9-CG-2-SEX, 1-CAP-1-SE, 1-RR-1-AL, 1-SES-30, 1-SES-63, 1-SES-18A, 1-SES-64, 1-ALS-15, 1-ALS-27, 1-ALS-8 e 1-ALS-3: — [E1] óleos [/E1] resultantes    mistura de hidrocarbonetos gerados     sedimentos    Neocomiano e    An Fig..",FLUIDODATERRA_i,CAMPO,#oil,#CAMP_CD_CAMPO_0364,False,no_relation
3094,"— óleos gerados       sedimentos    Andar Alagoas e representados       acumulações     campos, de Atalaia    Sul (poços 4-ATS-1 e 14-SE), Riachuelo, Mato Grosso, Carmópolis (todos os reservatórios), Siririzinho, Castanhal, Tigre, Brejo Grande, Coqueiro Seco, Ta-buleiro     Martins, Guaricema, Dourado, [E2] Camorim [/E2] (  exceção     poços 7-CM-22D e 37-SES), Camorim Leste, Mero, Tainha e Ca-vala e       hidrocarbonetos recuperados     poços 1-IP-2-SE, 1-CAV-1-SE, 1-CAU-3-SE, 1-ATN-1-SE, 1-RPO-1-SE, 1-ALG-1-SE, 9-CG-2-SEX, 1-CAP-1-SE, 1-RR-1-AL, 1-SES-30, 1-SES-63, 1-SES-18A, 1-SES-64, 1-ALS-15, 1-ALS-27, 1-ALS-8 e 1-ALS-3: — [E1] óleos [/E1] resultantes    mistura de hidrocarbonetos gerados     sedimentos    Neocomiano e    An Fig..",FLUIDODATERRA_i,CAMPO,#oil,#CAMP_CD_CAMPO_0214,False,no_relation
3094,"— óleos gerados       sedimentos    Andar Alagoas e representados       acumulações     campos, de Atalaia    Sul (poços 4-ATS-1 e 14-SE), Riachuelo, Mato Grosso, Carmópolis (todos os reservatórios), Siririzinho, Castanhal, Tigre, Brejo Grande, Coqueiro Seco, Ta-buleiro     Martins, Guaricema, Dourado, Camorim (  exceção     [E2] poços 7-CM-22D [/E2] e 37-SES), Camorim Leste, Mero, Tainha e Ca-vala e       hidrocarbonetos recuperados     poços 1-IP-2-SE, 1-CAV-1-SE, 1-CAU-3-SE, 1-ATN-1-SE, 1-RPO-1-SE, 1-ALG-1-SE, 9-CG-2-SEX, 1-CAP-1-SE, 1-RR-1-AL, 1-SES-30, 1-SES-63, 1-SES-18A, 1-SES-64, 1-ALS-15, 1-ALS-27, 1-ALS-8 e 1-ALS-3: — [E1] óleos [/E1] resultantes    mistura de hidrocarbonetos gerados     sedimentos    Neocomiano e    An Fig..",FLUIDODATERRA_i,POÇO,#oil,#POCO_CD_POCO_010526,False,no_relation
3094,"— óleos gerados       sedimentos    Andar Alagoas e representados       acumulações     campos, de Atalaia    Sul (poços 4-ATS-1 e 14-SE), Riachuelo, Mato Grosso, Carmópolis (todos os reservatórios), Siririzinho, Castanhal, Tigre, Brejo Grande, Coqueiro Seco, Ta-buleiro     Martins, Guaricema, Dourado, Camorim (  exceção     poços 7-CM-22D e [E2] 37-SES [/E2]), Camorim Leste, Mero, Tainha e Ca-vala e       hidrocarbonetos recuperados     poços 1-IP-2-SE, 1-CAV-1-SE, 1-CAU-3-SE, 1-ATN-1-SE, 1-RPO-1-SE, 1-ALG-1-SE, 9-CG-2-SEX, 1-CAP-1-SE, 1-RR-1-AL, 1-SES-30, 1-SES-63, 1-SES-18A, 1-SES-64, 1-ALS-15, 1-ALS-27, 1-ALS-8 e 1-ALS-3: — [E1] óleos [/E1] resultantes    mistura de hidrocarbonetos gerados     sedimentos    Neocomiano e    An Fig..",FLUIDODATERRA_i,POÇO,#oil,#POCO_CD_POCO_010691,False,no_relation
3094,"— óleos gerados       sedimentos    Andar Alagoas e representados       acumulações     campos, de Atalaia    Sul (poços 4-ATS-1 e 14-SE), Riachuelo, Mato Grosso, Carmópolis (todos os reservatórios), Siririzinho, Castanhal, Tigre, Brejo Grande, Coqueiro Seco, Ta-buleiro     Martins, Guaricema, Dourado, Camorim (  exceção     poços 7-CM-22D e 37-SES), [E2] Camorim Leste [/E2], Mero, Tainha e Ca-vala e       hidrocarbonetos recuperados     poços 1-IP-2-SE, 1-CAV-1-SE, 1-CAU-3-SE, 1-ATN-1-SE, 1-RPO-1-SE, 1-ALG-1-SE, 9-CG-2-SEX, 1-CAP-1-SE, 1-RR-1-AL, 1-SES-30, 1-SES-63, 1-SES-18A, 1-SES-64, 1-ALS-15, 1-ALS-27, 1-ALS-8 e 1-ALS-3: — [E1] óleos [/E1] resultantes    mistura de hidrocarbonetos gerados     sedimentos    Neocomiano e    An Fig..",FLUIDODATERRA_i,CAMPO,#oil,#CAMP_CD_CAMPO_0214,False,no_relation
3094,"— óleos gerados       sedimentos    Andar Alagoas e representados       acumulações     campos, de Atalaia    Sul (poços 4-ATS-1 e 14-SE), Riachuelo, Mato Grosso, Carmópolis (todos os reservatórios), Siririzinho, Castanhal, Tigre, Brejo Grande, Coqueiro Seco, Ta-buleiro     Martins, Guaricema, Dourado, Camorim (  exceção     poços 7-CM-22D e 37-SES), Camorim Leste, [E2] Mero [/E2], Tainha e Ca-vala e       hidrocarbonetos recuperados     poços 1-IP-2-SE, 1-CAV-1-SE, 1-CAU-3-SE, 1-ATN-1-SE, 1-RPO-1-SE, 1-ALG-1-SE, 9-CG-2-SEX, 1-CAP-1-SE, 1-RR-1-AL, 1-SES-30, 1-SES-63, 1-SES-18A, 1-SES-64, 1-ALS-15, 1-ALS-27, 1-ALS-8 e 1-ALS-3: — [E1] óleos [/E1] resultantes    mistura de hidrocarbonetos gerados     sedimentos    Neocomiano e    An Fig..",FLUIDODATERRA_i,CAMPO,#oil,#CAMP_CD_CAMPO_1132,False,no_relation
3094,"— óleos gerados       sedimentos    Andar Alagoas e representados       acumulações     campos, de Atalaia    Sul (poços 4-ATS-1 e 14-SE), Riachuelo, Mato Grosso, Carmópolis (todos os reservatórios), Siririzinho, Castanhal, Tigre, Brejo Grande, Coqueiro Seco, Ta-buleiro     Martins, Guaricema, Dourado, Camorim (  exceção     poços 7-CM-22D e 37-SES), Camorim Leste, Mero, [E2] Tainha [/E2] e Ca-vala e       hidrocarbonetos recuperados     poços 1-IP-2-SE, 1-CAV-1-SE, 1-CAU-3-SE, 1-ATN-1-SE, 1-RPO-1-SE, 1-ALG-1-SE, 9-CG-2-SEX, 1-CAP-1-SE, 1-RR-1-AL, 1-SES-30, 1-SES-63, 1-SES-18A, 1-SES-64, 1-ALS-15, 1-ALS-27, 1-ALS-8 e 1-ALS-3: — [E1] óleos [/E1] resultantes    mistura de hidrocarbonetos gerados     sedimentos    Neocomiano e    An Fig..",FLUIDODATERRA_i,CAMPO,#oil,#CAMPO_GENERICO,False,no_relation
3094,"— óleos gerados       sedimentos    Andar Alagoas e representados       acumulações     campos, de Atalaia    Sul (poços 4-ATS-1 e 14-SE), Riachuelo, Mato Grosso, Carmópolis (todos os reservatórios), Siririzinho, Castanhal, Tigre, Brejo Grande, Coqueiro Seco, Ta-buleiro     Martins, Guaricema, Dourado, Camorim (  exceção     poços 7-CM-22D e 37-SES), Camorim Leste, Mero, Tainha e [E2] Ca-vala [/E2] e       hidrocarbonetos recuperados     poços 1-IP-2-SE, 1-CAV-1-SE, 1-CAU-3-SE, 1-ATN-1-SE, 1-RPO-1-SE, 1-ALG-1-SE, 9-CG-2-SEX, 1-CAP-1-SE, 1-RR-1-AL, 1-SES-30, 1-SES-63, 1-SES-18A, 1-SES-64, 1-ALS-15, 1-ALS-27, 1-ALS-8 e 1-ALS-3: — [E1] óleos [/E1] resultantes    mistura de hidrocarbonetos gerados     sedimentos    Neocomiano e    An Fig..",FLUIDODATERRA_i,CAMPO,#oil,#CAMP_CD_CAMPO_1162,False,no_relation
3094,"— óleos gerados       sedimentos    Andar Alagoas e representados       acumulações     campos, de Atalaia    Sul (poços 4-ATS-1 e 14-SE), Riachuelo, Mato Grosso, Carmópolis (todos os reservatórios), Siririzinho, Castanhal, Tigre, Brejo Grande, Coqueiro Seco, Ta-buleiro     Martins, Guaricema, Dourado, Camorim (  exceção     poços 7-CM-22D e 37-SES), Camorim Leste, Mero, Tainha e Ca-vala e       [E2] hidrocarbonetos [/E2] recuperados     poços 1-IP-2-SE, 1-CAV-1-SE, 1-CAU-3-SE, 1-ATN-1-SE, 1-RPO-1-SE, 1-ALG-1-SE, 9-CG-2-SEX, 1-CAP-1-SE, 1-RR-1-AL, 1-SES-30, 1-SES-63, 1-SES-18A, 1-SES-64, 1-ALS-15, 1-ALS-27, 1-ALS-8 e 1-ALS-3: — [E1] óleos [/E1] resultantes    mistura de hidrocarbonetos gerados     sedimentos    Neocomiano e    An Fig..",FLUIDODATERRA_i,FLUIDODATERRA_i,#oil,#hydrocarbon,False,no_relation
3094,"— óleos gerados       sedimentos    Andar Alagoas e representados       acumulações     campos, de Atalaia    Sul (poços 4-ATS-1 e 14-SE), Riachuelo, Mato Grosso, Carmópolis (todos os reservatórios), Siririzinho, Castanhal, Tigre, Brejo Grande, Coqueiro Seco, Ta-buleiro     Martins, Guaricema, Dourado, Camorim (  exceção     poços 7-CM-22D e 37-SES), Camorim Leste, Mero, Tainha e Ca-vala e       hidrocarbonetos recuperados     [E2] poços 1-IP-2-SE [/E2], 1-CAV-1-SE, 1-CAU-3-SE, 1-ATN-1-SE, 1-RPO-1-SE, 1-ALG-1-SE, 9-CG-2-SEX, 1-CAP-1-SE, 1-RR-1-AL, 1-SES-30, 1-SES-63, 1-SES-18A, 1-SES-64, 1-ALS-15, 1-ALS-27, 1-ALS-8 e 1-ALS-3: — [E1] óleos [/E1] resultantes    mistura de hidrocarbonetos gerados     sedimentos    Neocomiano e    An Fig..",FLUIDODATERRA_i,POÇO,#oil,#POCO_CD_POCO_010746,False,no_relation
3094,"— óleos gerados       sedimentos    Andar Alagoas e representados       acumulações     campos, de Atalaia    Sul (poços 4-ATS-1 e 14-SE), Riachuelo, Mato Grosso, Carmópolis (todos os reservatórios), Siririzinho, Castanhal, Tigre, Brejo Grande, Coqueiro Seco, Ta-buleiro     Martins, Guaricema, Dourado, Camorim (  exceção     poços 7-CM-22D e 37-SES), Camorim Leste, Mero, Tainha e Ca-vala e       hidrocarbonetos recuperados     poços 1-IP-2-SE, [E2] 1-CAV-1-SE [/E2], 1-CAU-3-SE, 1-ATN-1-SE, 1-RPO-1-SE, 1-ALG-1-SE, 9-CG-2-SEX, 1-CAP-1-SE, 1-RR-1-AL, 1-SES-30, 1-SES-63, 1-SES-18A, 1-SES-64, 1-ALS-15, 1-ALS-27, 1-ALS-8 e 1-ALS-3: — [E1] óleos [/E1] resultantes    mistura de hidrocarbonetos gerados     sedimentos    Neocomiano e    An Fig..",FLUIDODATERRA_i,POÇO,#oil,#POCO_CD_POCO_010754,False,no_relation
3094,"— óleos gerados       sedimentos    Andar Alagoas e representados       acumulações     campos, de Atalaia    Sul (poços 4-ATS-1 e 14-SE), Riachuelo, Mato Grosso, Carmópolis (todos os reservatórios), Siririzinho, Castanhal, Tigre, Brejo Grande, Coqueiro Seco, Ta-buleiro     Martins, Guaricema, Dourado, Camorim (  exceção     poços 7-CM-22D e 37-SES), Camorim Leste, Mero, Tainha e Ca-vala e       hidrocarbonetos recuperados     poços 1-IP-2-SE, 1-CAV-1-SE, [E2] 1-CAU-3-SE [/E2], 1-ATN-1-SE, 1-RPO-1-SE, 1-ALG-1-SE, 9-CG-2-SEX, 1-CAP-1-SE, 1-RR-1-AL, 1-SES-30, 1-SES-63, 1-SES-18A, 1-SES-64, 1-ALS-15, 1-ALS-27, 1-ALS-8 e 1-ALS-3: — [E1] óleos [/E1] resultantes    mistura de hidrocarbonetos gerados     sedimentos    Neocomiano e    An Fig..",FLUIDODATERRA_i,POÇO,#oil,#POCO_CD_POCO_010491,False,no_relation
3094,"— óleos gerados       sedimentos    Andar Alagoas e representados       acumulações     campos, de Atalaia    Sul (poços 4-ATS-1 e 14-SE), Riachuelo, Mato Grosso, Carmópolis (todos os reservatórios), Siririzinho, Castanhal, Tigre, Brejo Grande, Coqueiro Seco, Ta-buleiro     Martins, Guaricema, Dourado, Camorim (  exceção     poços 7-CM-22D e 37-SES), Camorim Leste, Mero, Tainha e Ca-vala e       hidrocarbonetos recuperados     poços 1-IP-2-SE, 1-CAV-1-SE, 1-CAU-3-SE, [E2] 1-ATN-1-SE [/E2], 1-RPO-1-SE, 1-ALG-1-SE, 9-CG-2-SEX, 1-CAP-1-SE, 1-RR-1-AL, 1-SES-30, 1-SES-63, 1-SES-18A, 1-SES-64, 1-ALS-15, 1-ALS-27, 1-ALS-8 e 1-ALS-3: — [E1] óleos [/E1] resultantes    mistura de hidrocarbonetos gerados     sedimentos    Neocomiano e    An Fig..",FLUIDODATERRA_i,POÇO,#oil,#POCO_CD_POCO_010485,False,no_relation
3094,"— óleos gerados       sedimentos    Andar Alagoas e representados       acumulações     campos, de Atalaia    Sul (poços 4-ATS-1 e 14-SE), Riachuelo, Mato Grosso, Carmópolis (todos os reservatórios), Siririzinho, Castanhal, Tigre, Brejo Grande, Coqueiro Seco, Ta-buleiro     Martins, Guaricema, Dourado, Camorim (  exceção     poços 7-CM-22D e 37-SES), Camorim Leste, Mero, Tainha e Ca-vala e       hidrocarbonetos recuperados     poços 1-IP-2-SE, 1-CAV-1-SE, 1-CAU-3-SE, 1-ATN-1-SE, [E2] 1-RPO-1-SE [/E2], 1-ALG-1-SE, 9-CG-2-SEX, 1-CAP-1-SE, 1-RR-1-AL, 1-SES-30, 1-SES-63, 1-SES-18A, 1-SES-64, 1-ALS-15, 1-ALS-27, 1-ALS-8 e 1-ALS-3: — [E1] óleos [/E1] resultantes    mistura de hidrocarbonetos gerados     sedimentos    Neocomiano e    An Fig..",FLUIDODATERRA_i,POÇO,#oil,#POCO_CD_POCO_010446,False,no_relation
3094,"— óleos gerados       sedimentos    Andar Alagoas e representados       acumulações     campos, de Atalaia    Sul (poços 4-ATS-1 e 14-SE), Riachuelo, Mato Grosso, Carmópolis (todos os reservatórios), Siririzinho, Castanhal, Tigre, Brejo Grande, Coqueiro Seco, Ta-buleiro     Martins, Guaricema, Dourado, Camorim (  exceção     poços 7-CM-22D e 37-SES), Camorim Leste, Mero, Tainha e Ca-vala e       hidrocarbonetos recuperados     poços 1-IP-2-SE, 1-CAV-1-SE, 1-CAU-3-SE, 1-ATN-1-SE, 1-RPO-1-SE, [E2] 1-ALG-1-SE [/E2], 9-CG-2-SEX, 1-CAP-1-SE, 1-RR-1-AL, 1-SES-30, 1-SES-63, 1-SES-18A, 1-SES-64, 1-ALS-15, 1-ALS-27, 1-ALS-8 e 1-ALS-3: — [E1] óleos [/E1] resultantes    mistura de hidrocarbonetos gerados     sedimentos    Neocomiano e    An Fig..",FLUIDODATERRA_i,POÇO,#oil,#POCO_CD_POCO_007995,False,no_relation
3094,"— óleos gerados       sedimentos    Andar Alagoas e representados       acumulações     campos, de Atalaia    Sul (poços 4-ATS-1 e 14-SE), Riachuelo, Mato Grosso, Carmópolis (todos os reservatórios), Siririzinho, Castanhal, Tigre, Brejo Grande, Coqueiro Seco, Ta-buleiro     Martins, Guaricema, Dourado, Camorim (  exceção     poços 7-CM-22D e 37-SES), Camorim Leste, Mero, Tainha e Ca-vala e       hidrocarbonetos recuperados     poços 1-IP-2-SE, 1-CAV-1-SE, 1-CAU-3-SE, 1-ATN-1-SE, 1-RPO-1-SE, 1-ALG-1-SE, [E2] 9-CG-2-SEX [/E2], 1-CAP-1-SE, 1-RR-1-AL, 1-SES-30, 1-SES-63, 1-SES-18A, 1-SES-64, 1-ALS-15, 1-ALS-27, 1-ALS-8 e 1-ALS-3: — [E1] óleos [/E1] resultantes    mistura de hidrocarbonetos gerados     sedimentos    Neocomiano e    An Fig..",FLUIDODATERRA_i,POÇO,#oil,#POCO_CD_POCO_007586,False,no_relation
3094,"— óleos gerados       sedimentos    Andar Alagoas e representados       acumulações     campos, de Atalaia    Sul (poços 4-ATS-1 e 14-SE), Riachuelo, Mato Grosso, Carmópolis (todos os reservatórios), Siririzinho, Castanhal, Tigre, Brejo Grande, Coqueiro Seco, Ta-buleiro     Martins, Guaricema, Dourado, Camorim (  exceção     poços 7-CM-22D e 37-SES), Camorim Leste, Mero, Tainha e Ca-vala e       hidrocarbonetos recuperados     poços 1-IP-2-SE, 1-CAV-1-SE, 1-CAU-3-SE, 1-ATN-1-SE, 1-RPO-1-SE, 1-ALG-1-SE, 9-CG-2-SEX, [E2] 1-CAP-1-SE [/E2], 1-RR-1-AL, 1-SES-30, 1-SES-63, 1-SES-18A, 1-SES-64, 1-ALS-15, 1-ALS-27, 1-ALS-8 e 1-ALS-3: — [E1] óleos [/E1] resultantes    mistura de hidrocarbonetos gerados     sedimentos    Neocomiano e    An Fig..",FLUIDODATERRA_i,POÇO,#oil,#POCO_CD_POCO_007592,False,no_relation
